transaction_id,ngo_id,amount,days_since_donation,ngo_avg_verification_time,ngo_pending_ratio,is_round_number,hour_of_day,is_anomalous,reason
T02191,NGO010,17966.72,4.6,18.35,0.14,False,11,0,
T02192,NGO010,26066.09,1.6,16.69,0.13,False,17,0,
T02193,NGO010,30330.8,3.54,24.76,0.11,False,16,0,
T02194,NGO010,33147.39,0.61,17.98,0.14,False,13,0,
T02195,NGO010,12463.03,9.11,23.83,0.16,False,15,0,
T02196,NGO010,10089.84,9.07,21.84,0.22,False,15,0,
T02197,NGO010,28122.68,9.26,27.05,0.19,False,14,0,
T02198,NGO010,27275.67,7.74,23.99,0.13,False,15,0,
T02199,NGO010,14220.93,4.77,25.42,0.19,False,16,0,
T02200,NGO010,9149.71,5.16,22.81,0.17,False,10,0,
T02201,NGO010,20338.19,6.99,20.26,0.18,False,19,0,
T02202,NGO010,17060.53,5.98,19.9,0.14,False,14,0,
T02203,NGO010,16128.1,6.24,20.84,0.2,False,14,0,
T02204,NGO010,24547.17,0.1,16.33,0.11,False,15,1,Disbursed within hours of donation arriving
T02205,NGO010,26859.54,8.5,19.31,0.19,False,6,0,
T02206,NGO010,19813.61,2.92,22.17,0.16,False,2,1,Disbursement created at unusual hour (2:00)
T02207,NGO010,19988.34,6.03,22.02,0.14,False,15,0,
T02208,NGO010,12875.42,7.93,20.36,0.15,False,12,0,
T02209,NGO010,8211.04,8.36,19.7,0.15,False,17,0,
T02210,NGO010,21586.42,3.53,21.18,0.14,False,11,0,
T02211,NGO010,23311.47,6.13,22.15,0.14,False,18,0,
T02212,NGO010,77919.11,2.48,25.57,0.18,False,8,0,
T02213,NGO010,12261.0,1.73,22.99,0.16,False,17,0,
T02214,NGO010,20034.63,9.09,21.28,0.15,False,14,0,
T02215,NGO010,27412.04,5.97,25.06,0.12,False,15,0,
T02216,NGO010,24259.03,7.27,21.39,0.2,False,15,0,
T02217,NGO010,8499.66,8.5,24.12,0.13,False,18,0,
T02218,NGO010,18533.6,2.39,28.01,0.11,False,15,0,
T02219,NGO010,11609.23,8.37,24.74,0.12,False,16,0,
T02220,NGO010,28990.96,1.39,16.96,0.14,False,11,0,
T02221,NGO010,18865.7,6.72,21.1,0.18,False,12,0,
T02222,NGO010,18533.73,3.55,24.1,0.81,False,13,1,NGO has unusually high pending/unverified disbursement ratio (81%)
T02223,NGO010,26594.3,4.75,22.31,0.19,False,17,0,
T02224,NGO010,17280.65,3.72,21.11,0.14,False,14,0,
T02225,NGO010,18859.41,9.46,131.01,0.19,False,12,1,Unusually slow bill verification for this NGO (131h)
T02226,NGO010,22810.6,10.63,17.96,0.16,False,14,0,
T02227,NGO010,13409.12,2.59,19.75,0.15,False,7,0,
T02228,NGO010,10588.41,7.95,20.63,0.19,False,10,0,
T02229,NGO010,7119.93,4.74,25.34,0.1,False,9,0,
T02230,NGO010,11630.02,5.52,24.7,0.15,False,20,0,
T02231,NGO010,8685.85,14.4,22.24,0.17,False,14,0,
T02232,NGO010,20980.02,12.21,24.22,0.21,False,11,0,
T02233,NGO010,7344.19,9.11,20.73,0.12,False,16,0,
T02234,NGO010,35950.95,9.59,22.95,0.16,False,11,0,
T02235,NGO010,50429.26,7.87,22.41,0.16,False,12,0,
T02236,NGO010,11229.14,4.88,18.4,0.15,False,14,0,
T02237,NGO010,34110.7,6.43,24.0,0.18,False,15,0,
T02238,NGO010,16519.9,13.2,23.25,0.13,False,11,0,
T02239,NGO010,12637.48,6.86,27.42,0.16,False,19,0,
T02240,NGO010,21666.05,9.09,20.54,0.14,False,10,0,
T02241,NGO010,15000.0,1.47,23.32,0.19,True,18,1,"Round-number amount, possible structuring"
T02242,NGO010,10455.1,2.87,24.73,0.14,False,10,0,
T02243,NGO010,22320.89,2.28,19.88,0.14,False,15,0,
T02244,NGO010,15669.6,10.87,16.29,0.13,False,9,0,
T02245,NGO010,42731.22,7.91,18.16,0.18,False,10,0,
T02246,NGO010,25652.66,9.32,16.56,0.17,False,10,0,
T02247,NGO010,12862.19,0.61,19.74,0.12,False,17,0,
T02248,NGO010,13106.11,6.99,22.51,0.17,False,13,0,
T02249,NGO010,58726.72,4.63,24.79,0.16,False,11,0,
T02250,NGO010,12348.51,6.17,30.08,0.2,False,17,0,
T02251,NGO010,12503.75,11.68,20.17,0.16,False,14,0,
T02252,NGO010,21380.09,6.45,26.63,0.11,False,17,0,
T02253,NGO010,48346.69,4.96,26.11,0.18,False,13,0,
T02254,NGO010,37146.29,7.81,21.65,0.14,False,14,0,
T02255,NGO010,19460.6,6.1,20.33,0.16,False,14,0,
T02256,NGO010,4230.21,3.63,25.82,0.18,False,18,0,
T02257,NGO010,11024.67,2.43,20.42,0.15,False,9,0,
T02258,NGO010,9299.57,11.09,12.86,0.17,False,9,0,
T02259,NGO010,31966.39,0.58,17.43,0.16,False,15,0,
T02260,NGO010,23177.2,7.57,21.01,0.11,False,12,0,
T02261,NGO010,25983.44,7.41,17.92,0.14,False,15,0,
T02262,NGO010,18275.55,5.67,25.88,0.16,False,17,0,
T02263,NGO010,22759.06,6.89,20.38,0.1,False,11,0,
T02264,NGO010,12021.44,7.76,19.86,0.14,False,15,0,
T02265,NGO010,15672.62,11.06,20.28,0.14,False,12,0,
T02266,NGO010,43152.83,3.81,27.45,0.19,False,10,0,
T02267,NGO010,23457.23,9.17,16.03,0.19,False,14,0,
T02268,NGO010,9815.8,7.42,21.39,0.11,False,9,0,
T02269,NGO010,12606.04,2.69,23.96,0.11,False,13,0,
T02270,NGO010,8315.0,11.98,22.12,0.15,False,10,0,
T02271,NGO010,6926.81,8.12,20.41,0.15,False,13,0,
T02272,NGO010,5531.92,6.58,20.0,0.25,False,10,0,
T02273,NGO010,9298.66,4.52,23.63,0.16,False,16,0,
T02274,NGO010,16946.0,12.56,22.47,0.18,False,5,0,
T02275,NGO011,7406.9,6.4,25.38,0.26,False,13,0,
T02276,NGO011,10733.72,6.36,336.58,0.28,False,13,1,Unusually slow bill verification for this NGO (337h)
T02277,NGO011,20915.23,1.95,28.58,0.27,False,12,0,
T02278,NGO011,11439.04,4.41,26.48,0.3,False,16,0,
T02279,NGO011,13155.21,0.61,27.94,0.31,False,15,0,
T02280,NGO011,14735.78,3.13,29.24,0.29,False,10,0,
T02281,NGO011,15839.35,6.73,25.36,0.33,False,10,0,
T02282,NGO011,17237.78,9.99,26.16,0.32,False,13,0,
T02283,NGO011,13456.67,2.74,26.69,0.3,False,17,0,
T02284,NGO011,20758.63,8.77,21.41,0.33,False,11,0,
T02285,NGO011,7129.44,9.65,29.14,0.35,False,17,0,
T02286,NGO011,35681.95,4.69,22.04,0.25,False,14,0,
T02287,NGO011,14468.46,0.88,26.13,0.33,False,13,0,
T02288,NGO011,11931.38,3.91,27.13,0.33,False,14,0,
T02289,NGO011,27489.58,5.77,31.21,0.3,False,11,0,
T02290,NGO011,9398.32,8.94,22.67,0.23,False,11,0,
T02291,NGO011,14342.04,1.91,22.34,0.31,False,12,0,
T02292,NGO011,20768.24,7.12,23.76,0.33,False,14,0,
T02293,NGO011,17307.43,7.17,26.42,0.3,False,13,0,
T02294,NGO011,44424.26,5.81,28.79,0.27,False,13,0,
T02295,NGO011,24207.36,11.07,20.82,0.29,False,16,0,
T02296,NGO011,9112.25,9.89,30.57,0.3,False,10,0,
T02297,NGO011,4940.23,5.78,27.76,0.28,False,11,0,
T02298,NGO011,13039.53,9.52,26.7,0.27,False,11,0,
T02299,NGO011,7654.15,7.94,26.57,0.32,False,12,0,
T02300,NGO011,19412.65,10.34,32.4,0.24,False,16,0,
T02301,NGO011,17042.23,5.33,343.15,0.3,False,15,1,Unusually slow bill verification for this NGO (343h)
T02302,NGO011,11873.78,4.95,23.36,0.3,False,11,0,
T02303,NGO011,9429.67,2.83,24.06,0.29,False,11,0,
T02304,NGO011,28921.87,7.73,28.54,0.3,False,6,0,
T02305,NGO011,27278.97,4.7,29.11,0.29,False,13,0,
T02306,NGO011,19667.85,1.53,25.65,0.28,False,13,0,
T02307,NGO011,25646.46,6.42,21.92,0.3,False,10,0,
T02308,NGO011,17732.76,6.04,23.77,0.29,False,10,0,
T02309,NGO011,13160.98,6.61,27.38,0.26,False,13,0,
T02310,NGO011,33679.6,4.79,28.2,0.36,False,15,0,
T02311,NGO011,7130.21,7.2,24.23,0.27,False,14,0,
T02312,NGO011,18225.34,3.67,26.13,0.3,False,15,0,
T02313,NGO011,11343.93,8.4,26.99,0.3,False,13,0,
T02314,NGO011,11750.57,8.3,24.02,0.3,False,13,0,
T02315,NGO011,14426.66,5.76,26.13,0.3,False,8,0,
T02316,NGO011,33104.97,8.49,28.07,0.3,False,14,0,
T02317,NGO011,24217.13,10.05,27.94,0.29,False,9,0,
T02318,NGO011,40834.76,7.13,19.88,0.27,False,10,0,
T02319,NGO011,20937.58,4.51,33.36,0.28,False,11,0,
T02320,NGO011,10085.69,7.76,27.3,0.31,False,9,0,
T02321,NGO011,43467.54,7.7,27.2,0.32,False,18,0,
T02322,NGO011,31743.45,9.6,27.91,0.28,False,9,0,
T02323,NGO011,2994.67,7.2,23.36,0.33,False,14,0,
T02324,NGO011,30280.3,7.28,19.87,0.33,False,18,0,
T02325,NGO011,12227.37,8.28,20.77,0.28,False,7,0,
T02326,NGO011,11081.02,4.26,31.69,0.26,False,10,0,
T02327,NGO011,22692.01,3.42,23.47,0.23,False,12,0,
T02328,NGO011,8970.43,3.23,25.52,0.3,False,17,0,
T02329,NGO011,5932.49,2.21,25.45,0.27,False,4,0,
T02330,NGO011,34277.71,7.54,27.34,0.31,False,9,0,
T02331,NGO011,9834.77,10.55,20.58,0.33,False,13,0,
T02332,NGO011,12466.41,7.14,25.52,0.3,False,9,0,
T02333,NGO011,9997.77,6.17,30.74,0.34,False,15,0,
T02334,NGO011,25276.44,2.62,27.23,0.34,False,11,0,
T02335,NGO011,16948.79,3.55,22.12,0.27,False,20,0,
T02336,NGO011,17586.18,7.82,278.38,0.25,False,18,1,Unusually slow bill verification for this NGO (278h)
T02337,NGO011,22679.74,8.22,23.51,0.34,False,11,0,
T02338,NGO011,35363.23,4.33,22.69,0.24,False,14,0,
T02339,NGO011,30940.0,5.93,18.6,0.31,False,11,0,
T02340,NGO011,7214.92,4.4,26.33,0.28,False,9,0,
T02341,NGO011,33080.66,4.58,25.36,0.23,False,9,0,
T02342,NGO011,22820.1,0.27,30.84,0.28,False,15,0,
T02343,NGO011,50521.05,9.45,25.8,0.3,False,17,0,
T02344,NGO011,22443.76,3.88,25.52,0.31,False,8,0,
T02345,NGO011,16614.98,10.61,30.64,0.3,False,20,0,
T02346,NGO011,16038.74,1.02,21.02,0.3,False,11,0,
T02347,NGO011,6423.64,7.1,23.2,0.32,False,15,0,
T02348,NGO011,36653.72,3.56,23.36,0.33,False,14,0,
T02349,NGO011,48177.54,3.93,30.69,0.28,False,10,0,
T02350,NGO011,19204.7,8.72,29.13,0.28,False,10,0,
T02351,NGO011,9790.77,3.75,26.85,0.33,False,8,0,
T02352,NGO011,19802.8,7.65,23.57,0.28,False,11,0,
T02353,NGO011,25331.79,4.24,24.34,0.23,False,15,0,
T02354,NGO011,25629.51,0.59,25.33,0.31,False,16,0,
T02355,NGO011,11081.14,8.23,26.98,0.31,False,13,0,
T02356,NGO011,20070.65,5.88,25.77,0.26,False,14,0,
T02357,NGO011,28618.31,8.47,27.38,0.33,False,12,0,
T02358,NGO011,5837.54,1.15,24.75,0.27,False,11,0,
T02359,NGO011,4413.12,8.1,31.95,0.31,False,12,0,
T02360,NGO011,15833.6,7.13,24.7,0.22,False,11,0,
T02361,NGO011,24223.59,5.7,30.99,0.31,False,11,0,
T02362,NGO011,14239.3,0.06,25.72,0.3,False,12,0,
T02363,NGO011,9821.83,6.28,26.19,0.24,False,12,0,
T02364,NGO011,22245.07,2.88,24.3,0.31,False,9,0,
T02365,NGO011,58059.78,3.77,24.33,0.29,False,10,0,
T02366,NGO011,29852.67,1.22,21.9,0.29,False,12,0,
T02367,NGO011,10389.37,7.32,28.01,0.3,False,10,0,
T02368,NGO011,20971.34,4.72,19.75,0.33,False,13,0,
T02369,NGO011,17345.48,0.79,32.61,0.28,False,15,0,
T02370,NGO011,16003.71,7.13,24.68,0.3,False,10,0,
T02371,NGO011,47523.1,6.17,26.15,0.29,False,12,0,
T02372,NGO011,9200.03,11.93,26.87,0.32,False,13,0,
T02373,NGO011,50429.43,9.92,28.75,0.29,False,13,0,
T02374,NGO011,7902.61,12.69,25.7,0.27,False,5,0,
T02375,NGO011,15035.94,7.44,29.85,0.3,False,13,0,
T02376,NGO011,16481.03,8.75,27.3,0.33,False,12,0,
T02377,NGO011,9885.22,5.38,29.74,0.27,False,12,0,
T02378,NGO011,18791.82,7.41,22.74,0.3,False,14,0,
T02379,NGO011,10189.91,6.33,27.31,0.34,False,15,0,
T02380,NGO011,19148.93,6.08,25.78,0.29,False,10,0,
T02381,NGO011,17521.7,5.27,18.35,0.3,False,13,0,
T02382,NGO011,12309.53,8.49,21.45,0.23,False,15,0,
T02383,NGO011,26109.25,4.01,23.54,0.28,False,15,0,
T02384,NGO011,27655.76,3.92,28.62,0.27,False,14,0,
T02385,NGO011,15866.76,5.32,25.15,0.27,False,8,0,
T02386,NGO011,5156.74,9.88,23.2,0.34,False,10,0,
T02387,NGO011,39859.42,0.15,25.57,0.28,False,4,0,
T02388,NGO011,7372.02,12.16,27.85,0.31,False,14,0,
T02389,NGO011,53184.99,4.24,19.29,0.23,False,16,0,
T02390,NGO011,15900.69,0.4,26.22,0.27,False,16,0,
T02391,NGO011,9223.14,3.65,28.91,0.3,False,14,0,
T02392,NGO011,9952.9,5.94,27.89,0.31,False,12,0,
T02393,NGO011,10131.31,7.05,35.15,0.32,False,21,0,
T02394,NGO011,25000.0,9.05,28.32,0.3,True,10,1,"Round-number amount, possible structuring"
T02395,NGO011,18422.02,3.83,25.46,0.24,False,15,0,
T02396,NGO011,28046.08,7.25,25.53,0.3,False,12,0,
T02397,NGO011,10842.4,8.8,26.86,0.29,False,11,0,
T02398,NGO011,14788.7,6.78,24.3,0.32,False,13,0,
T02399,NGO011,14081.2,3.38,24.0,0.34,False,14,0,
T02400,NGO011,20415.88,3.19,21.3,0.26,False,9,0,
T02401,NGO011,25806.05,6.68,22.46,0.28,False,14,0,
T02402,NGO011,23951.68,5.33,24.66,0.36,False,15,0,
T02403,NGO011,8383.49,7.12,31.65,0.29,False,18,0,
T02404,NGO011,11178.79,2.27,22.13,0.28,False,12,0,
T02405,NGO011,12970.11,8.97,23.51,0.28,False,17,0,
T02406,NGO011,10812.42,0.52,30.14,0.28,False,10,0,
T02407,NGO011,9813.28,6.82,26.59,0.26,False,11,0,
T02408,NGO011,29663.23,4.43,22.56,0.33,False,11,0,
T02409,NGO011,12140.82,8.47,27.68,0.31,False,12,0,
T02410,NGO011,17844.18,5.06,25.15,0.27,False,10,0,
T02411,NGO011,7904.68,8.02,26.88,0.29,False,5,0,
T02412,NGO011,11032.98,12.45,22.27,0.33,False,10,0,
T02413,NGO011,7390.37,5.39,22.18,0.33,False,14,0,
T02414,NGO011,13407.09,5.67,24.66,0.27,False,13,0,
T02415,NGO011,28675.11,7.12,27.24,0.28,False,15,0,
T02416,NGO011,8827.8,7.03,23.43,0.28,False,11,0,
T02417,NGO011,8386.68,8.09,17.66,0.26,False,17,0,
T02418,NGO011,13502.1,5.76,25.98,0.23,False,11,0,
T02419,NGO011,21271.6,8.01,22.65,0.29,False,13,0,
T02420,NGO011,17034.69,9.42,18.61,0.27,False,11,0,
T02421,NGO011,17563.05,0.3,23.7,0.29,False,15,0,
T02422,NGO011,9825.36,3.64,22.68,0.21,False,12,0,
T02423,NGO011,15583.05,10.17,22.05,0.31,False,7,0,
T02424,NGO011,19901.06,8.08,27.46,0.34,False,9,0,
T02425,NGO011,9323.07,7.09,23.23,0.3,False,13,0,
T02426,NGO011,29621.75,5.54,23.59,0.32,False,12,0,
T02427,NGO011,44790.52,0.96,21.49,0.29,False,13,0,
T02428,NGO011,14476.64,5.46,24.55,0.33,False,11,0,
T02429,NGO011,17174.6,8.03,21.68,0.34,False,11,0,
T02430,NGO011,21191.62,9.17,24.35,0.3,False,17,0,
T02431,NGO011,23002.27,9.43,26.88,0.29,False,13,0,
T02432,NGO011,26111.83,9.65,30.99,0.25,False,10,0,
T02433,NGO011,6225.57,11.41,27.92,0.27,False,10,0,
T02434,NGO011,16817.49,6.93,26.7,0.31,False,12,0,
T02435,NGO011,16087.36,5.43,27.07,0.23,False,14,0,
T02436,NGO011,20455.43,2.61,24.61,0.3,False,11,0,
T02437,NGO011,19085.4,11.11,25.84,0.25,False,12,0,
T02438,NGO011,7988.4,2.49,24.91,0.27,False,14,0,
T02439,NGO011,3569.23,2.3,26.66,0.32,False,18,0,
T02440,NGO011,19685.72,8.4,28.05,0.32,False,14,0,
T02441,NGO011,11112.17,1.28,27.24,0.31,False,10,0,
T02442,NGO011,8149.01,2.25,26.21,0.31,False,15,0,
T02443,NGO011,16983.16,9.18,24.32,0.32,False,12,0,
T02444,NGO011,10964.95,8.07,26.31,0.34,False,12,0,
T02445,NGO011,16943.76,11.57,29.68,0.32,False,15,0,
T02446,NGO011,11716.55,11.6,24.32,0.32,False,16,0,
T02447,NGO011,15145.01,9.04,27.96,0.31,False,14,0,
T02448,NGO011,21019.16,7.14,22.78,0.29,False,15,0,
T02449,NGO011,10404.28,5.66,23.0,0.31,False,16,0,
T02450,NGO011,33979.69,1.25,29.56,0.3,False,11,0,
T02451,NGO011,48111.2,4.95,18.78,0.27,False,11,0,
T02452,NGO011,7868.23,6.2,26.58,0.28,False,10,0,
T02453,NGO011,12177.08,6.11,22.09,0.3,False,12,0,
T02454,NGO011,12749.85,5.0,23.2,0.26,False,12,0,
T02455,NGO011,6598.46,6.39,24.8,0.27,False,13,0,
T02456,NGO011,20602.4,7.71,29.45,0.26,False,11,0,
T02457,NGO011,16212.42,6.53,25.17,0.35,False,7,0,
T02458,NGO011,7245.18,10.0,23.15,0.31,False,12,0,
T02459,NGO011,30001.78,3.21,24.43,0.29,False,17,0,
T02460,NGO011,10431.72,10.39,28.84,0.31,False,13,0,
T02461,NGO011,12387.99,3.23,30.41,0.28,False,15,0,
T02462,NGO011,30027.32,7.67,27.13,0.28,False,18,0,
T02463,NGO011,7685.44,6.95,28.37,0.26,False,12,0,
T02464,NGO011,20618.73,2.19,28.88,0.28,False,11,0,
T02465,NGO011,11378.17,7.5,24.61,0.32,False,9,0,
T02466,NGO011,23941.02,10.85,31.27,0.32,False,15,0,
T02467,NGO011,27794.86,5.62,27.46,0.24,False,14,0,
T02468,NGO011,42313.72,3.45,23.54,0.3,False,11,0,
T02469,NGO011,28680.53,1.29,22.48,0.34,False,15,0,
T02470,NGO011,21435.67,5.84,21.4,0.32,False,15,0,
T02471,NGO011,11313.84,4.23,29.87,0.31,False,10,0,
T02472,NGO011,13750.03,3.42,23.74,0.28,False,10,0,
T02473,NGO011,15989.75,5.97,24.43,0.28,False,10,0,
T02474,NGO011,19060.01,5.22,24.25,0.28,False,19,0,
T02475,NGO011,29017.56,3.71,22.94,0.25,False,11,0,
T02476,NGO011,14358.06,10.34,26.02,0.3,False,19,0,
T02477,NGO011,9413.57,7.24,30.7,0.26,False,15,0,
T02478,NGO011,29049.38,4.76,22.45,0.29,False,10,0,
T02479,NGO011,11720.35,6.21,18.92,0.27,False,16,0,
T02480,NGO011,15063.95,7.34,23.37,0.26,False,14,0,
T02481,NGO011,14432.75,9.09,25.46,0.36,False,12,0,
T02482,NGO011,43041.37,8.88,24.19,0.25,False,12,0,
T02483,NGO011,12552.33,4.15,28.36,0.32,False,10,0,
T02484,NGO011,10219.09,2.46,26.35,0.3,False,10,0,
T02485,NGO011,4654.07,6.05,19.35,0.26,False,11,0,
T02486,NGO011,8125.12,4.04,32.24,0.31,False,15,0,
T02487,NGO011,20713.75,7.84,22.56,0.27,False,13,0,
T02488,NGO011,20032.94,6.52,23.52,0.3,False,9,0,
T02489,NGO011,7401.09,9.98,24.36,0.27,False,9,0,
T02490,NGO011,8241.26,10.01,28.1,0.31,False,13,0,
T02491,NGO011,42680.58,8.87,23.78,0.3,False,6,0,
T02492,NGO011,23171.29,5.04,25.34,0.32,False,15,0,
T02493,NGO011,9397.14,5.67,20.38,0.34,False,16,0,
T02494,NGO011,12582.01,6.98,29.37,0.8,False,13,1,NGO has unusually high pending/unverified disbursement ratio (80%)
T02495,NGO011,9564.03,1.61,22.95,0.3,False,12,0,
T02496,NGO011,34510.61,4.56,23.65,0.32,False,15,0,
T02497,NGO011,13721.29,7.44,22.67,0.29,False,10,0,
T02498,NGO012,32260.85,9.96,31.31,0.1,False,12,0,
T02499,NGO012,25455.76,3.13,34.89,0.02,False,8,0,
T02500,NGO012,14196.18,6.61,32.59,0.04,False,13,0,
T02501,NGO012,12011.0,4.08,34.95,0.11,False,9,0,
T02502,NGO012,16301.74,3.05,37.1,0.09,False,11,0,
T02503,NGO012,14043.49,3.48,36.48,0.0,False,12,0,
T02504,NGO012,31191.91,6.49,38.74,0.0,False,14,0,
T02505,NGO012,5802.53,10.15,36.88,0.1,False,8,0,
T02506,NGO012,14933.29,5.23,40.68,0.12,False,13,0,
T02507,NGO012,20199.48,3.62,40.34,0.03,False,18,0,
T02508,NGO012,8093.14,11.49,42.85,0.05,False,10,0,
T02509,NGO012,27167.75,5.74,40.47,0.03,False,8,0,
T02510,NGO012,12104.47,5.37,34.55,0.07,False,12,0,
T02511,NGO012,14672.3,6.86,36.4,0.01,False,12,0,
T02512,NGO012,17372.52,0.05,34.59,0.05,False,18,0,
T02513,NGO012,13716.21,7.8,38.77,0.07,False,12,0,
T02514,NGO012,22121.68,9.74,32.68,0.0,False,8,0,
T02515,NGO012,16510.9,9.55,29.37,0.05,False,18,0,
T02516,NGO012,25969.28,7.86,39.78,0.04,False,10,0,
T02517,NGO012,19606.39,7.53,38.34,0.09,False,9,0,
T02518,NGO012,16534.62,7.25,34.12,0.07,False,10,0,
T02519,NGO012,8885.31,5.63,32.75,0.02,False,11,0,
T02520,NGO012,19708.67,3.92,37.88,0.08,False,16,0,
T02521,NGO012,13004.11,4.88,34.18,0.01,False,14,0,
T02522,NGO012,25645.77,2.79,39.05,0.07,False,7,0,
T02523,NGO012,7630.53,9.38,39.35,0.06,False,15,0,
T02524,NGO012,16853.53,1.44,41.1,0.07,False,17,0,
T02525,NGO012,14457.89,8.22,37.69,0.01,False,10,0,
T02526,NGO012,49998.02,5.36,35.29,0.04,False,14,0,
T02527,NGO012,9410.81,9.13,42.49,0.08,False,16,0,
T02528,NGO012,15659.57,7.08,37.39,0.0,False,12,0,
T02529,NGO012,6600.71,5.81,32.68,0.05,False,9,0,
T02530,NGO012,32567.96,7.63,39.92,0.06,False,14,0,
T02531,NGO012,15153.95,7.82,32.99,0.05,False,19,0,
T02532,NGO012,25543.9,9.49,35.71,0.05,False,8,0,
T02533,NGO012,17624.28,7.02,34.57,0.06,False,15,0,
T02534,NGO012,36522.23,3.92,37.45,0.0,False,11,0,
T02535,NGO012,28668.68,9.44,27.36,0.09,False,16,0,
T02536,NGO012,13911.51,8.63,33.55,0.08,False,11,0,
T02537,NGO012,15241.34,6.17,31.43,0.02,False,16,0,
T02538,NGO012,14978.22,6.63,34.89,0.04,False,13,0,
T02539,NGO012,15211.48,5.45,39.77,0.05,False,13,0,
T02540,NGO012,28233.06,9.01,36.15,0.0,False,11,0,
T02541,NGO012,16997.77,1.33,39.73,0.01,False,9,0,
T02542,NGO012,12824.21,6.22,34.27,0.03,False,11,0,
T02543,NGO012,11238.25,3.92,37.99,0.0,False,11,0,
T02544,NGO012,7036.14,6.73,37.12,0.01,False,16,0,
T02545,NGO012,19345.27,9.36,38.24,0.07,False,7,0,
T02546,NGO012,23733.22,7.9,34.16,0.07,False,14,0,
T02547,NGO012,21604.77,6.96,33.35,0.06,False,18,0,
T02548,NGO012,7596.17,6.6,33.27,0.07,False,13,0,
T02549,NGO012,16413.73,7.27,35.34,0.09,False,8,0,
T02550,NGO012,12477.36,7.31,36.49,0.05,False,12,0,
T02551,NGO012,14530.72,4.9,35.19,0.04,False,11,0,
T02552,NGO012,6350.15,9.07,40.76,0.08,False,14,0,
T02553,NGO012,25467.24,6.89,30.86,0.06,False,13,0,
T02554,NGO012,28751.07,5.68,34.72,0.06,False,15,0,
T02555,NGO012,19671.49,7.37,36.33,0.05,False,6,0,
T02556,NGO012,9864.56,3.93,30.76,0.07,False,8,0,
T02557,NGO012,20935.84,4.06,34.43,0.03,False,11,0,
T02558,NGO012,15864.99,4.35,36.95,0.04,False,12,0,
T02559,NGO012,42743.08,2.3,148.18,0.04,False,10,1,Unusually slow bill verification for this NGO (148h)
T02560,NGO012,33667.35,3.99,35.74,0.05,False,16,0,
T02561,NGO012,36666.07,2.65,40.7,0.04,False,14,0,
T02562,NGO012,28154.5,5.91,40.68,0.03,False,15,0,
T02563,NGO012,9528.18,7.33,38.79,0.08,False,19,0,
T02564,NGO012,36993.21,3.5,35.76,0.07,False,12,0,
T02565,NGO012,21244.88,10.73,37.34,0.01,False,11,0,
T02566,NGO012,20361.81,5.71,36.18,0.0,False,14,0,
T02567,NGO012,19337.95,6.63,37.93,0.06,False,12,0,
T02568,NGO012,9405.67,8.43,36.19,0.8,False,9,1,NGO has unusually high pending/unverified disbursement ratio (80%)
T02569,NGO012,19368.41,7.94,37.46,0.04,False,16,0,
T02570,NGO012,13903.0,7.16,39.13,0.06,False,10,0,
T02571,NGO012,8460.92,5.04,31.85,0.14,False,8,0,
T02572,NGO012,16405.92,3.14,40.26,0.06,False,15,0,
T02573,NGO012,18338.63,6.72,35.24,0.02,False,16,0,
T02574,NGO012,33580.96,5.36,32.87,0.04,False,10,0,
T02575,NGO012,16904.96,60.35,33.91,0.02,False,16,1,Donation sat unspent for 60 days before disbursement
T02576,NGO012,12651.68,6.33,35.61,0.1,False,11,0,
T02577,NGO012,25616.33,8.84,34.08,0.04,False,10,0,
T02578,NGO012,14533.79,6.58,38.83,0.04,False,14,0,
T02579,NGO012,21485.45,2.26,36.43,0.07,False,12,0,
T02580,NGO012,22095.29,10.78,33.84,0.07,False,13,0,
T02581,NGO012,9434.94,9.67,384.97,0.01,False,9,1,Unusually slow bill verification for this NGO (385h)
T02582,NGO012,16459.89,3.36,38.94,0.05,False,11,0,
T02583,NGO012,10397.77,3.79,36.36,0.11,False,13,0,
T02584,NGO012,53036.67,2.34,40.41,0.08,False,16,0,
T02585,NGO012,16064.4,8.68,37.65,0.05,False,18,0,
T02586,NGO012,12569.19,0.95,33.74,0.05,False,15,0,
T02587,NGO012,12737.22,7.77,35.89,0.05,False,9,0,
T02588,NGO012,9451.83,7.01,36.52,0.02,False,7,0,
T02589,NGO012,24770.15,5.64,29.61,0.05,False,12,0,
T02590,NGO012,20615.88,4.4,40.59,0.06,False,16,0,
T02591,NGO012,26223.48,8.56,34.3,0.05,False,14,0,
T02592,NGO012,27726.72,7.64,37.05,0.04,False,9,0,
T02593,NGO012,29130.25,3.16,35.63,0.07,False,13,0,
T02594,NGO012,24015.83,1.45,38.12,0.08,False,6,0,
T02595,NGO012,7643.2,9.54,38.32,0.05,False,19,0,
T02596,NGO012,28645.27,9.53,32.98,0.11,False,13,0,
T02597,NGO012,20641.48,2.43,34.61,0.06,False,8,0,
T02598,NGO012,21098.43,4.88,34.5,0.06,False,16,0,
T02599,NGO012,9115.73,8.64,38.95,0.08,False,18,0,
T02600,NGO012,13015.23,4.75,30.01,0.04,False,15,0,
T02601,NGO012,35638.98,7.83,34.66,0.11,False,20,0,
T02602,NGO012,28829.8,7.38,39.27,0.0,False,16,0,
T02603,NGO012,15894.32,7.72,40.84,0.06,False,14,0,
